prova,local,link,data
CAMBÉ 70 ANOS RUN,"CAMBE, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/55;,2017-NOV-19
XVIII DUATHLON - MARINGÁ,"MARINGÁ, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/427;,2018-DEZ-02
DUATHLON - 3ª ETAPA - RJ,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/438;,2018-NOV-25
WTR SERRA DO MAR 2017,"PETROPOLIS, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/146;,2017-NOV-25
ATOS GREEN RUN 2018,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/274;,2018-MAI-06
SICOOB CORRE 2018,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/276;,2018-JUN-17
CAMINHADA E CORRIDA MOVIMENTO COOPER - BLUMENAU,"BLUMENAU, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/313;,2018-JUL-08
CAMINHADA E CORRIDA 5KM BRF - VIDEIRA,"VIDEIRA, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/339;,2018-AGO-19
5ª RISSIÊ RUN FOR WOMAN,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/332;,2018-AGO-05
30ª CORRIDA E CAMINHADA DOS ENGENHEIROS E ARQUITETOS,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/449;,2018-DEZ-16
CORRIDA DE SÃO SEBASTIÃO 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/451;,2019-JAN-20
CORRIDA DE RUA TB,"TELÊMACO BORBA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/252;,2018-MAR-18
2ª MEIA MARATONA NACIONAL DA ADVOCACIA,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/361;,2018-SET-02
FURIOSO EXTREMA 2018,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/371;,2018-SET-16
6ª CORRIDA E CAMINHADA GOMES DA COSTA 2018,"ITAJAI, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/394;,2018-SET-30
CORRIDA E CAMINHADA OUTUBRO ROSA 2018,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/385;,2018-OUT-14
CIRCUITO PELO VERDE - OURINHOS,"OURINHOS, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/355;,2018-NOV-11
DESTAK TRAIL RUN,"CASCAVEL, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/408;,2018-OUT-28
CORRIDA E CAMINHADA HMCC,"FOZ DO IGUAÇU, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/428;,2018-DEZ-02
6ª CORRIDA DO 6º BATALHÃO,"CASCAVEL, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/436;,2018-NOV-24
CHAMBO SEGUROS MOUNTAIN BIKE XCM RACING 2019,"MARECHAL CANDIDO RONDON, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/500;,2019-MAR-31
1ª ETAPA CAMPEONATO OESTE PARANÁ DE CICLISMO,"TOLEDO, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/498;,2019-MAR-17
MARATONINHAS,"Curitiba, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/484;,2019-MAI-26
GF Rio de Janeiro 2019 - Sujeito a confirmação UCI,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/502;,2019-ABR-28
MEIA MARATONA INTERNACIONAL DE FLORIANOPÓLIS 2017,"FLORIANOPOLIS, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/54;,2017-NOV-19
DESAFIO CORJA PEDRA BRANCA,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/284;,2018-MAI-06
1ª CORRIDA PALOTINA ESPORTES CASCAVEL,"CASCAVEL, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/300;,2018-JUN-17
ECO RUN FAZENDA PARAÍSO,"SERTANÓPOLIS, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/314;,2018-JUL-08
III CORRIDA E CÃOMINHADA ABRIGO JOÃO ROSA - ETAPA AUNARRIÊ,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/360;,2018-AGO-19
DE ELITE TRAIL FESTIVAL - 2018,"Rio Bonito, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/321;,2018-AGO-04
CORRIDA UHE BELO MONTE,"ALTAMIRA, PA",https://www.chronomax.com.br/index.php/Maxraceresults/dados/413;,2018-NOV-11
3ª CORRIDA SÓ POR HOJE / 5 ANOS CR RUNNERS BRASIL,"QUATRO BARRAS, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/450;,2018-DEZ-16
CORRIDA DE SÃO SEBASTIÃOZINHO 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/452;,2019-JAN-20
XTERRA - ETAPA PRAIA DO FORTE,"PRAIA DO FORTE , BA",https://www.chronomax.com.br/index.php/Maxraceresults/dados/585;,2019-JUN-08
MARATONA DO RIO 5K/10K,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/576;,2019-JUN-23
4ª MEIA MARATONA DE SÃO JOSÉ DOS PINHAIS,"SÃO JOSÉ DOS PINHAIS, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/253;,2018-MAR-18
CAMELBAK MOUNTAIN RACE 2018,"Teresópolis, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/325;,2018-AGO-18
SOUL CARIOCA - ETAPA LAPA 2018,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/362;,2018-SET-02
4ª MATER DEI NIGHT RUN,"PATO BRANCO, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/367;,2018-SET-15
CYRELA GOLDSZTEIN POA NIGHT RUN 2018,"PORTO ALEGRE, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/376;,2018-SET-29
CORRIDA PELA PAZ NO DROGAS 2018,"FLORIANÓPOLIS, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/397;,2018-OUT-14
HALLOWEEN NIGHT RUN 2018,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/388;,2018-OUT-27
CIRCUITO SAÚDE E BEM ESTAR II - SOROCABA,"SOROCABA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/429;,2018-DEZ-02
CAMINHADA E CORRIDA 5KM BRF - PONTA GROSSA,"PONTA GROSSA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/349;,2018-NOV-18
CORRIDAS UNIMED INSPIRA 2019 – ETAPA DAY,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/501;,2019-MAR-31
2° LONDRISOFT NIGHT RUN,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/489;,2019-MAR-16
CIRCUITO POA DAY RUN 2019 - 1ª ETAPA,"Porto Alegre, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/459;,2019-MAI-19
24HRS DE CORRIDA TORAO TAKADA,"TOLEDO, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/510;,2019-ABR-27
XC RUN ITAIPAVA 2019,"Petropolis, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/579;,2019-JUL-20
DESAFIO DO VULCÃO 2019,"Nova Iguaçu, ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/595;,2019-JUL-07
23ª CORRIDA PEDESTRE DA PMPR - PROVA CORONEL SARMENTO,"CURITIBA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/631;,2019-AGO-11
DESAFIO 8KM - CIRCUITO CATARATAS JL SHOPPING,"FOZ DO IGUACU, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/571;,2019-AGO-25
2ª CORRIDA E CAMINHADA DO TRABALHADOR DE AUSTIN,"Nova Iguaçu, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/269;,2018-MAI-01
XC RUN ITAIPAVA 2018,"Itaipava, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/295;,2018-JUN-16
CAMPEONATO ESTADUAL DE DUATHLON SPRINT 2018,"CUIABÁ, MT",https://www.chronomax.com.br/index.php/Maxraceresults/dados/315;,2018-JUL-08
3ª CORRIDA E CAMINHADA DO RIO DO OURO,"São Gonçalo, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/312;,2018-JUL-29
CORRIDA CROSS APMG 2018,"SAO JOSE DOS PINHAIS , PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/417;,2018-NOV-11
CIRCUITO CORRIDA INCLUSÃO - CAÇAPAVA,"CAÇAPAVA, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/431;,2018-DEZ-09
2ª CORRIDA E CAMINHADA DE SÃO SEBASTIÃO,"NITERÓI, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/453;,2019-JAN-19
CORRIDA BRISAS ACTVITTA,"ITAJAI, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/546;,2019-JUN-02
RIO TRIATHLON - 2ª ETAPA 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/517;,2019-JUN-16
CYRELA GOLDSZTEIN POA NIGHT RUN - 2ª ETAPA,"PORTO ALEGRE, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/463;,2019-SET-28
UDC RUN - 2019,"FOZ DO IGUAÇU, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/647;,2019-SET-08
GO PINK,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/624;,2019-OUT-06
ENDORFINA RUN 2018,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/324;,2018-AGO-12
DESAFIO BRAVES SPRINT,"SÃO JOSÉ DOS PINHAIS, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/356;,2018-SET-01
2° RIDERS MTB FESTIVAL BY CANNONDALE,"CAMBORIU, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/365;,2018-SET-09
CAMINHADA E CORRIDA 5KM BRF - LUCAS DO RIO VERDE,"LUCAS DO RIO VERDE, MT",https://www.chronomax.com.br/index.php/Maxraceresults/dados/342;,2018-SET-23
GO PINK - CORRIDA DO OUTUBRO ROSA,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/401;,2018-OUT-14
CAMINHADA E CORRIDA 5KM BRF - MARAU,"MARAU, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/346;,2018-OUT-21
2ª PROVA PEDESTRE CIDADE DE CAMBÉ,"Cambé, Pr",https://www.chronomax.com.br/index.php/Maxraceresults/dados/442;,2018-DEZ-02
2° MTB TELÊMACO BORBA,"TELEMACO BORBA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/380;,2018-NOV-18
BÚZIOS SWIMRUN 1ª Etapa 2019,"ARMAÇÃO DE BÚZIOS, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/488;,2019-MAR-30
DAY RUN - CORRIDA E CAMINHADA PARA A PAZ 2019,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/482;,2019-MAR-10
POA 21K,"Porto Alegre, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/460;,2019-MAI-19
RIO AQUATHLON FTERJ - 1º ETAPA 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/441;,2019-ABR-21
XIX CORRIDA DO FOGO CBM - RONDÔNIA,"Porto Velho, RO",https://www.chronomax.com.br/index.php/Maxraceresults/dados/596;,2019-JUL-20
IX CORRIDA RONE 2019,"CURITIBA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/597;,2019-JUL-07
ANIVERSÁRIO DO MUSAL 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/563;,2019-AGO-04
XTERRA - ETAPA ITAIPAVA,"NITEROI, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/573;,2019-AGO-24
CORRIDA DO BEM - REDE FEMININA DE COMBATE AO CÂNCER,"MARINGA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/664;,2019-OUT-20
KAVERA RUN,"ARAPONGAS, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/670;,2019-NOV-10
1ª CORRIDA RUSTICA CIDADE JARDIM,"SÃO LOUREÇO DO OESTE, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/698;,2019-NOV-03
CORRIDA DE NATAL DO PARQUE RADICAL - 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/700;,2019-DEZ-15
SUMMER 48K 2019,"CAPÃO DA CANOA, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/716;,2019-NOV-30
5° DESAFIO DE RUA CAPAL,"CAPAL, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/243;,2018-MAI-01
ROTA DAS CATEDRAIS 2018,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/299;,2018-JUN-16
SOUL CARIOCA - ETAPA RECREIO DOS BANDEIRANTES,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/309;,2018-JUL-01
MEIA MARATONA CAIXA DE BRUSQUE,"BRUSQUE, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/318;,2018-JUL-29
DUATHLON SÃO JOSÉ DOS PINHAIS 2018,"SÃO JOSÉ DOS PINHAIS, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/404;,2018-OUT-14
SICREDI NIGHT RUN - 4ª EDIÇÃO,"TEUTONIA, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/411;,2018-NOV-10
SUMMER 48K 2018,"CAPÃO DA CANOA, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/426;,2018-DEZ-01
CIRCUITO RIO ANTIGO - ETAPA PORTO MARAVILHA 2018,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/443;,2018-DEZ-09
2ª DESTAK TRAIL RUN,"CASCAVEL, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/455;,2019-JAN-13
CWB INLINE HALF MARATHON 2019,"CURITIBA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/523;,2019-MAR-24
CORRIDA ITALIANORIO 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/561;,2019-JUN-02
2ª CORRIDA DE OBSTÁCULOS GUERREIROS CRISTÃOS,"NAVEGANTES, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/554;,2019-JUN-16
MEIA MARATONA MUFFATO FRESH RUN 2019,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/566;,2019-JUL-14
GLOBAL ENERGY RACE - SÃO PAULO,"SÃO PAULO, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/655;,2019-SET-22
CIRCUITO SAÚDE 2 - ETAPA PIRACICABA,"Piracicaba, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/640;,2019-SET-01
CIRCUITO DE CORRIDAS DE RUA CIDADE DAS FLORES - 5ª ETAPA 2019,"CORBÉLIA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/668;,2019-OUT-06
DE ELITE - 20 O ANTÍDOTO,"Em qualquer lugar, BR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/807;,2020-ABR-12
TRIATHLON INDOOR SESC BELENZINHO,"SÃO PAULO, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/795;,2020-FEV-28
MEIA MARATONA VIRTUAL DE SÃO JOSÉ DOS PINHAIS 2020,"SÃO JOSÉ DOS PINHAIS, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2020/meiasjpvirtual/meiasjpvirtual.clax;,2020-DEZ-13
CIRCUITO POA DAY RUN - ETAPA 2,"PORTO ALEGRE, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/333;,2018-AGO-12
CIRCUITO DA ONÇA 2018 - ETAPA 1,"CASCAVEL, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/337;,2018-AGO-29
53ª TRAVESSIA DO RIO PARANÁ A NADO,"PANORAMA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/369;,2018-SET-09
CAMINHADA E CORRIDA 5KM BRF - TOLEDO,"TOLEDO, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/344;,2018-SET-23
CIRCUITO PELO VERDE - MOGI MIRIM,"MOGI MIRIM, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/354;,2018-OUT-21
UNIMED EU RESPIRO CORRIDA - CIANORTE,"CIANORTE, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/395;,2018-NOV-18
2º TRAIL RUN BALNEÁRIO ARROIO DO SILVA,"ARARANGUÁ, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/480;,2019-FEV-17
3ª CORRIDA 5K ROTARY CLUB CIANORTE CINTURÃO VERDE E DUATHLON,"CIANORTE, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/524;,2019-ABR-14
CATUAÍ RUN 2019,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/556;,2019-JUN-30
3ª CORRIDA E CAMINHADA AUTOGLASS 2019,"VILA VELHA , ES",https://www.chronomax.com.br/index.php/Maxraceresults/dados/606;,2019-AGO-04
UNIMED INSPIRA 2019 - ETAPA NIGHT,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/628;,2019-AGO-24
18ª MEIA MARATONA ROTARY CLUB DE TOLEDO,"TOLEDO, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/673;,2019-OUT-20
31ª CORRIDA E CAMINHADA PELO CÉLIO DE BARROS,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/683;,2019-NOV-10
BTG PACTUAL RUN 2019,"SAO PAULO, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/699;,2019-NOV-03
CFAP RUNNER'S - 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/722;,2019-DEZ-15
BRAVES MUD RACE - MUD LOVERS,"SÃO JOSÉ DOS PINHAIS, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/717;,2019-NOV-30
GRANGIRO - ETAPA SERRA DAS HORTÊNSIAS,"Teresópilis, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/836;,2021-AGO-29
COPA NINJA DE MTB 2021 - 4ª ETAPA,"ANTONINA, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1777/Copa_Ninja_4_etapa.clax;,2021-NOV-14
RIO DO RASTRO MARATHON,"LAURO MULLER, SC",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1754/rio_do_rastro_marathon.clax;,2021-OUT-02
CIRCUITO ENEL SWIMRUN BRASIL - PARATY 2021,"Paraty, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/840;,2021-DEZ-04
SUMMER 48K 2021,"CAPÃO DA CANOA, RS",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1825/summer_48k.clax;,2021-DEZ-11
CIRCUITO PELO VERDE - ETAPA 2,"SÃO PAULO, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/298;,2018-JUN-10
CIRCUITO RIO ANTIGO - QUINTA DA BOA VISTA 2018,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/296;,2018-JUN-24
XVIII CORRIDA SANTOS DUMONT - 2018,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/286;,2018-JUL-22
CORRIDA APTIV 2018,"JAMBEIRO, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/407;,2018-OUT-14
MUSIC RUN FEST 2018,"NITERÓI, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/414;,2018-NOV-10
CAMINHADA E CORRIDA 5KM BRF - CAPINZAL E OURO,"CAPINZAL E OURO, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/350;,2018-NOV-25
DESAFIO BRAVES MUD RACE,"SAO JOSE DOS PINHAIS, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/421;,2018-DEZ-08
CIRCUITO DA ONÇA - 3º ETAPA,"CASCAVEL, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/432;,2018-DEZ-19
MEIA MARATONA HAVAN DE BRUSQUE,"BRUSQUE, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/555;,2019-JUN-16
5ª MARATONA CAMPINAS,"CAMPINAS, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/568;,2019-JUL-14
6ª RISSIÊ RUN FOR WOMAN - LET'S ROCK,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/613;,2019-AGO-04
GLOBAL ENERGY RACE - RIO DE JANEIRO,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/656;,2019-SET-22
1ª CORRIDA SOLIDÁRIA SESI CASCAVEL,"CASCAVEL, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/643;,2019-SET-01
XTERRA ILHA GRANDE,"ANGRA DOS REIS, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/666;,2019-OUT-05
CIRCUITO ADULTO CURITIBA 2020 - 1ª ETAPA,"CURITIBA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/732;,2020-FEV-16
L'ETAPE BRASIL 2020,"CAMPOS DO JORDÃO, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2020/letape/ltp.clax;,2020-DEZ-06
CIRCUITO DAS ESTAÇÕES - INVERNO - RJ,"RIO DE JANEIRO, RJ",https://www.ativo.com/calendario/eventos/america-do-sul/br/rj/rio-de-janeiro/corrida-de-rua/37317/circuito-das-estacoes-20-21-inverno-rio-de-janeiro/;,2021-DEZ-19
SANTANDER TRACK&FIELD RUN SERIES - ETAPA MARILIA,"MARILIA, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1917/trackn_field_marilia.clax;,2022-FEV-20
CIRCUITO JUNTOS - SÃO PAULO,"SÃO PAULO, SP",https://www.ativo.com/calendario/eventos/america-do-sul/br/sp/sao-paulo/corrida-de-rua/38231/circuito-juntos-2022-sao-paulo/;,2022-JAN-30
ACQUAVILLE RUN 2018,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/334;,2018-AGO-12
CAMPEONATO CAPIXABA DE CORRIDA DE RUA - ETAPA 2,"DOMINGOS MARTINS, ES",https://www.chronomax.com.br/index.php/Maxraceresults/dados/271;,2018-AGO-26
1ª CORRIDA DA INDEPENDÊNCIA DOIS VIZINHOS,"DOIS VIZINHOS, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/373;,2018-SET-07
CORRIDAS UNIMED SICREDI 2018,"LAJEADO, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/359;,2018-SET-23
CIRCUITO DECATHLON OFF ROAD - ETAPA 3,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/402;,2018-OUT-21
LEC RUN,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/403;,2018-NOV-18
WIZARD NIGHT RUN - FRANCISCO BELTRÃO,"FRANCISCO BELTRÃO, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/422;,2018-DEZ-08
CIRCUITO RIO ANTIGO - ETAPA LAPA 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/468;,2019-MAR-24
SUMMER NIGHT RUN,"PORTO ALEGRE, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/472;,2019-FEV-16
CORRIDA MEGARACE 2019,"BOM RETIRO DO SUL, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/536;,2019-ABR-14
NEW BALANCE 15K SÃO PAULO 2019,"São Paulo, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/565;,2019-JUN-30
CIRCUITO DE CORRIDA FECAM INTEGRADO,"CAMPO MOURÃO, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/602;,2019-AGO-18
MARATONINHAS SUPER-HERÓIS - CORRIDAS INFANTIS,"CURITIBA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/677;,2019-OUT-20
MEIA MARATONA SBEM DO ESPIRITO SANTO 2019,"VITORIA, ES",https://www.chronomax.com.br/index.php/Maxraceresults/dados/697;,2019-NOV-10
2ª CASCAVEL XTRAIL - ETAPA PERDIDOS,"CASCAVEL, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/703;,2019-NOV-03
1ª CORRIDA PEDESTRE DO 15° BPM DE ROLANDIA,"ROLANDIA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/675;,2019-NOV-24
3H DE INTERLAGOS 2021,"SÃO PAULO, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2021/3h_interlagos/3h_interlagos.clax;,2021-AGO-01
CIRCUITO DAS ESTAÇÕES INVERNO 2021 - SP,"SAO PAULO, SP",https://www.ativo.com/calendario/eventos/america-do-sul/br/sp/sao-paulo/corrida-de-rua/37308/circuito-das-estacoes-20-21-inverno-sao-paulo/;,2021-NOV-07
XTERRA ESTRADA REAL,"TIRADENTES, MG",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1763/xterra_tiradentes.clax;,2021-OUT-02
POA NIGHT RUN 2021 - ETAPA 2,"PORTO ALEGRE, RS",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1813/poa_night_run.clax;,2021-DEZ-04
XTERRA BUZIOS 2021,"BUZIOS, RJ",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1815/xterra_buzios.clax;,2021-DEZ-11
TRACK & FIELD RUN SERIES - RIO DE JANEIRO 2022,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/926;,2022-FEV-20
UP NIGHT RUN - BRASILIA,", ",https://www.ativo.com/calendario/eventos/america-do-sul/br/df/brasilia/corrida-de-rua/38243/up-night-run-2022-brasilia;,2022-MAR-19
NIGHT RUN ICARAÍ BEACH - 10ª EDIÇÃO 2022,"Niterói, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/998;,2022-ABR-30
CORRIDA DO BEM - MARINGÁ,"Marinagá, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1871/corrida_do_bem.clax;,2022-ABR-03
Circuito de Corridas Fecam 2022 - Etapa Academy,"Campo Mourão, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1969/fecam_integrado.clax;,2022-MAR-27
RIO CITY HALF MARATHON 2022,"Rio de Janeiro, RJ",https://www.chronomax.com.br/app/1862/;,2022-MAI-15
CUPID'S NIGHT RUN - 2018,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/288;,2018-JUN-09
5ª CORRIDA DE RUA CIDADE DE PATO BRANCO,"PATO BRANCO, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/301;,2018-JUN-24
