prova,local,link,data
CIRCUITO DESAFIO - ETAPA TECNO DAY 2018,"PETROPOLIS, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/311;,2018-JUL-22
3° DESAFIO DO BOSQUE,"MARINGÁ, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/396;,2018-OUT-07
2ª CORRIDA ASSOCIAÇÃO SAGRADA FAMILIA,"ARAPONGAS, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/415;,2018-NOV-10
9ª EDIÇÃO - THE STRONGS,"Igarassu, PE",https://www.chronomax.com.br/index.php/Maxraceresults/dados/418;,2018-NOV-18
2ª CORRIDA DE RUA TB,"TELEMACO BORBA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/379;,2018-NOV-25
CORRIDA DO TÚNEL 2019,"Niterói, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/469;,2019-MAR-24
CIRCUITO DE CORRIDA FECAM INTEGRADO,"CAMPO MOURÃO, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/582;,2019-JUN-16
5ª CORRIDA INTEGRAÇÃO RIBEIRÃO PRETO,"RIBEIRAO PRETO, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/567;,2019-JUN-30
GFNY Brasil 2019,"Concervatória, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/614;,2019-AGO-04
NAÇÃO RUBRO-NEGRA EM MOVIMENTO,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/654;,2019-SET-21
MIZUNO UPHILL MARATHON 2019,"LAURO MULLER, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/608;,2019-AGO-31
NIGHT RUNNING CENTRO FAG,"CASCAVEL, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/667;,2019-OUT-05
XTERRA - ETAPA INDAIATUBA,"INDAIATUBA, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/694;,2019-NOV-02
CIRCUITO DECATHLON OFF ROAD – 1º ETAPA 2020,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/737;,2020-FEV-16
XTERRA - ETAPA BÚZIOS 2020,"BÚZIOS, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/821;,2020-DEZ-05
CIRCUITO DAS ESTAÇÕES - INVERNO - BH,"BELO HORIZONTE, MG",https://www.ativo.com/calendario/eventos/america-do-sul/br/mg/belo-horizonte/corrida-de-rua/37298/circuito-das-estacoes-20-21-inverno-belo-horizonte/;,2021-DEZ-19
STORM RIDERS,"São Paulo, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1848/storm_riders.clax;,2022-JAN-23
CIRCUITO DAS ESTAÇÕES - OUTONO - FOR,"FORTALEZA, CE",https://www.ativo.com/calendario/eventos/america-do-sul/br/ce/fortaleza/corrida-de-rua/38182/circuito-das-estacoes-2022-outono-fortaleza/;,2022-ABR-03
GIRL POWER - VITORIA,"Vitória, ES",https://www.ativo.com/calendario/eventos/america-do-sul/br/es/vitoria/corrida-de-rua/38312/girl-power-2022-vitoria/;,2022-MAI-15
CORRIDA DA UVA JUNDIAÍ 2022 e CORRIDA BAMBINI 2022,"Jundiai, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2142/corrida_uva.clax;,2022-JUN-05
XTERRA - ILHA GRANDE,"Angra dos Reis, RJ",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1931/xterra_ilhagrande.clax;,2022-MAI-28
IV CORRIDA E CAMINHADA SÃO SEBASTIÃO DE ITAIPU - ALMA MISSIONÁRIA,"Niterói, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/901;,2022-JUN-12
MEIA MARATONA DE JOINVILLE,"JOINVILLE, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/319;,2018-AGO-05
UNIMED INSPIRA 2018 – ETAPA NIGHT,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/336;,2018-AGO-25
CAMINHADA E CORRIDA MOVIMENTO COOPER INDAIAL,"INDAIAL, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/320;,2018-SET-02
1ª CORRIDA SANGUE & VITÓRIA - Batalhão de Choque,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/370;,2018-SET-23
MEIA MARATONA DE POMERODE 2018,"POMERODE, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/148;,2018-OUT-21
AMADEUS BEER RUN - LONDRINA,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/423;,2018-DEZ-08
SPECIAL RUNNERS,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/456;,2019-FEV-10
CORRIDA RÚSTICA PADROEIRO SÃO JORGE 2019,"SÃO JORGE DO IVAI, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/512;,2019-ABR-13
REVEZAMENTO ENTRE PARQUES 2019,"CURITIBA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/601;,2019-JUL-14
7º DESAFIO RIVELLI,"BARBACENA, MG",https://www.chronomax.com.br/index.php/Maxraceresults/dados/607;,2019-AGO-18
CORRIDA SOLDADO DO BOPE 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/680;,2019-OUT-20
CIRCUITO ADULTO DE CURITIBA - 4ª ETAPA,"CURITIBA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/705;,2019-NOV-10
SEGURALTA HALF MARATHON SJP CITY 2019,"SÃO JOSÉ DO RIO PRETO, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/712;,2019-NOV-24
MOUNTAIN DO PRAIA DO ROSA 2021,"IMBITUBA, SC",https://www.chronomax.com.br/resultados/g-live.html?f=2021/md_praia_do_rosa/md_rosa.clax;,2021-JUL-03
LA CARRERA - 2ª ETAPA,"LIMA DUARTE, MG",https://www.chronomax.com.br/index.php/Maxraceresults/dados/855;,2021-OUT-30
LETAPE BRASIL - ANO 7,"CAMPOS DO JORDÃO, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1746/letape_brasil.clax;,2021-SET-26
3H CIRCUITO PANAMERICANO,"ELIAS FAUSTO, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1788/3h_panamericano.clax;,2021-DEZ-04
BRAVUS SPEED SP - I,"PIRAPORA DO BOM JESUS, SP",https://www.ativo.com/calendario/eventos/america-do-sul/br/sp/sao-paulo/corrida-de-obstaculos/38149/bravus-race-2020-2021-speed-sao-paulo-1o-etapa-sabado;,2021-DEZ-11
3 HORAS AUTÓDROMO VELOCITTA 2022,"MOGI GUAÇÚ, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1882/3h_velocitta.clax;,2022-FEV-19
CIRCUITO SAÚDE - ETAPA CAPIVARI,"Capivari, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1981/saude_capivari.clax;,2022-MAR-13
CIRCUITO NEO RUNNING - TAPIRAÍ,"Tapirai, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1898/neo_running_tapirai.clax;,2022-ABR-24
CIRCUITO DAS ESTAÇÕES - OUTONO - BH,"BELO HORIZONTE, MG",https://www.ativo.com/calendario/eventos/america-do-sul/br/mg/belo-horizonte/corrida-de-rua/37285/circuito-das-estacoes-2022-outono-belo-horizonte;,2022-MAR-27
UP NIGHT RUN - RIBEIRÃO PRETO,"Ribeirão Preto, SP",https://www.ativo.com/calendario/eventos/america-do-sul/br/sp/ribeirao-preto/corrida-de-rua/38348/up-night-run-2022-ribeirao-preto/;,2022-JUL-02
WTR MIGUEL PEREIRA 2022,"MIGUEL PEREIRA, RJ",https://neorace.com.br/resultados/g-live.html?f=2022/jul/wtr/wtrmp22.clax;,2022-JUL-09
TROFEU NIKE - QUALIFY 2,"São Paulo, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2184/trofeu_nike.clax;,2022-AGO-20
CIRCUITO DAS ESTAÇÕES - INVERNO - RJ,"Rio de Janeiro, RJ",https://www.ativo.com/calendario/eventos/america-do-sul/br/rj/rio-de-janeiro/corrida-de-rua/38167/circuito-das-estacoes-2022-inverno-rio-de-janeiro/;,2022-JUL-17
CAMINHADA E CORRIDA MOVIMENTO COOPER - JARAGUÁ DO SUL,"JARAGUÁ DO SUL, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/316;,2018-JUL-22
ECLIPSE NIGHT RUN LAGOA 2018,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/363;,2018-OUT-06
CIRCUITO POA DAY RUN - ETAPA 3,"PORTO ALEGRE, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/419;,2018-NOV-18
Circuito Soul Carioca - Etapa Parque Olímpico 2018,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/391;,2018-NOV-25
VALE XCM 2019- ETAPA MANGUEIRINHA,"MANGUEIRINHA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/492;,2019-MAR-24
ACQUAVILLE RUN 2019,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/553;,2019-JUN-09
CIRCUITO RIO ANTIGO - ETAPA LARGO DA CARIOCA 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/577;,2019-JUN-30
ROCKY MOUNTAIN GAMES,"CAMPOS DO JORDÃO, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/612;,2019-AGO-03
FURIOSO EXTREMA 2019,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/629;,2019-SET-15
MIZUNO UPHILL CHALLENGE 25KM,"LAURO MULLER, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/644;,2019-AGO-31
ECOVILLAS ACQUARUN - 2 ETAPA,"LONDRINA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/630;,2019-SET-29
5ª CORRIDA RÚSTICA DE LOANDA,"LOANDA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/671;,2019-OUT-27
SUMMER NIGHT RUN 2020,"CAPÃO DA CANOA, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/738;,2020-FEV-15
CORRIDA DA INFANTARIA 2020 VIRTUAL,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/822;,2020-NOV-15
CIRCUITO DAS ESTAÇÕES - INVERNO - RECIFE,"RECIFE, PE",https://www.ativo.com/calendario/eventos/america-do-sul/br/pe/recife/corrida-de-rua/37312/circuito-das-estacoes-20-21-inverno-recife/;,2021-DEZ-19
1º ETAPA COPA NINJA DE MTB - 2022,"PARANAGUA, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1867/Copa_Ninja_1_etapa.clax;,2022-JAN-23
CIRCUITO DAS ESTAÇÕES - OUTONO - SSA,"Salvador, BA",https://www.ativo.com/calendario/eventos/america-do-sul/br/ba/salvador/corrida-de-rua/38186/circuito-das-estacoes-2022-outono-salvador/;,2022-ABR-03
COPA NINJA DE MTB 3 ETAPA,"Morretes, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2124/copa_ninja_3_etapa.clax;,2022-MAI-15
CORRIDA DO BEM ECO – BELÉM 2022,"Belem, PA",https://www.ativo.com/calendario/eventos/america-do-sul/br/pa/belem/corrida-de-rua/38328/corrida-do-bem-eco-belem/;,2022-JUN-05
CIRCUITO CARIOCA DE CICLISMO - PRAQUE RADICAL 2022,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/1004;,2022-MAI-28
BRAVUS RACE SPEED - BH,"Belo Horizonte, MG",https://www.ativo.com/calendario/eventos/america-do-sul/br/mg/belo-horizonte/corrida-de-obstaculos/37303/bravus-race-2022-speed-belo-horizonte/;,2022-JUN-12
GREENV RUN THE BRIDGE,"São Paulo, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1863/run_the_bridge.clax;,2022-SET-04
CIRCUITO BANCO DO BRASIL - RIB PRETO,"Ribeirão Preto, SP",https://www.ativo.com/calendario/eventos/america-do-sul/br/sp/ribeirao-preto/corrida-de-rua/38368/circuito-banco-do-brasil-2022-ribeirao-preto/;,2022-SET-25
WTR CAMELBAK LE CANTON 2022,"TERESOPOLIS, RJ",https://chronomax.com.br/resultados/g-live.html?f=neorace/2022/SETEMBRO/WTRCLC/WTR_CLC.clax;,2022-SET-17
6° DESAFIO RIVELLI,"BARBACENA, MG",https://www.chronomax.com.br/index.php/Maxraceresults/dados/305;,2018-AGO-19
CAMINHADA E CORRIDA 5KM BRF - CONCÓRDIA,"CONCÓRDIA, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/341;,2018-SET-02
CORRIDA DO BEM EM PROL DA AMA,"MARINGÁ, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/372;,2018-SET-23
CIRCUITO DA ONÇA - ETAPA 2,"CASCAVEL, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/410;,2018-NOV-07
17ª MEIA MARATONA ROTARY TOLEDO,"TOLEDO, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/406;,2018-OUT-21
2ª CORRIDA NOTURNA DA PM - ITAJAÍ,"ITAJAÍ, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/430;,2018-DEZ-08
1ª ETAPA CAMPEONATO OESTE DE MOUNTAIN BIKE,"TOLEDO, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/479;,2019-FEV-10
UNIMED NIGHT RUN APUCARANA 2019,"APUCARANA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/526;,2019-ABR-13
XTERRA - ETAPA AGULHAS NEGRAS - MTB CUP,"RESENDE, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/604;,2019-JUL-14
CIRCUITO DE CORRIDAS DE RUA CIDADE DAS FLORES - 4ª ETAPA 2019,"Corbélia, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/638;,2019-AGO-18
REGIONAL OESTE DE MTB - 5ª ETAPA,"ASSIS CHATEAUBRIAND, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/682;,2019-OUT-20
CORRIDAS INCLUSIVAS 3 - ETAPA SÃO BERNARDO DO CAMPO,"SÃO BERNARDO DO CAMPO, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/706;,2019-NOV-10
2ª CORRIDA PORTO A PORTO VANDERLEI CORDEIRO DE LIMA,"LOANDA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/714;,2019-NOV-24
2ª TRAIL RUN BURACO DO PADRE,"PONTA GROSSA, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1717/tr_buraco_do_padre.clax;,2021-MAI-16
NIGHT RUN ICARAÍ BEACH - 9ª EDIÇÃO,"NITERÓI, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/859;,2021-OUT-30
RIO BONITO TRAIL FESTIVAL 2021,"RIO BONITO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/837;,2021-SET-25
10ª MEIA & MARATONA FLORIPA,"FLORIANÓPOLIS, SC",https://www.ativo.com/calendario/eventos/america-do-sul/br/sc/florianopolis/corrida-de-rua/36882/10a-meia-maratona-de-florianopolis-42k-de-floripa;,2021-NOV-28
CORRIDA DO CHOQUE - 3º CORRIDA SANGUE E VITÓRIA,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/862;,2021-DEZ-05
UP NIGHT RUN - RIO DE JANEIRO,"RIO DE JANEIRO, RJ",https://www.ativo.com/calendario/eventos/america-do-sul/br/rj/rio-de-janeiro/corrida-de-rua/38235/up-night-run-2022-rio-de-janeiro/;,2022-FEV-19
Girl Power Run 2022,", ",https://www.ativo.com/calendario/eventos/america-do-sul/br/sp/sao-paulo/corrida-de-rua/38245/girl-power-2022-sao-paulo/;,2022-MAR-13
DESAFIO 24H TORAO TAKADA 2022,"TOLEDO, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1990/24h_torao_takada.clax;,2022-ABR-23
CIRCUITO DAS ESTAÇÕES - OUTONO - BSB,"BRASILIA, DF",https://www.ativo.com/calendario/eventos/america-do-sul/br/df/brasilia/corrida-de-rua/38185/circuito-das-estacoes-2022-outono-brasilia/;,2022-MAR-27
CORRIDA UNIMED RIO - Etapa Parque Madureira,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/1044;,2022-JUN-26
CIRCUITO DA FAMÍLIA - CROSS COUNTRY 2022,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/1045;,2022-JUL-03
TEMPO ADIZERO - ADIDAS,", ",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2207/tempo_adizero.clax;,2022-AGO-18
CIRCUITO DAS ESTAÇÕES - INVERNO - SSA,"Salvador, BA",https://www.ativo.com/calendario/eventos/america-do-sul/br/ba/salvador/corrida-de-rua/38169/circuito-das-estacoes-2022-inverno-salvador/;,2022-JUL-17
NIGHT RUN BRASILIA,"Distrito Federal, DF",https://www.ativo.com/calendario/eventos/america-do-sul/br/df/brasilia/corrida-de-rua/37295/night-run-2022-etapa-1-brasilia/;,2022-OUT-15
CIRCUITO BANCO DO BRASIL RECIFE,", PE",https://www.ativo.com/calendario/eventos/america-do-sul/br/pe/recife/corrida-de-rua/37436/circuito-banco-do-brasil-2022-recife/;,2022-OUT-23
CORRIDA SOLIDÁRIA REDE FEMININA,"Maringá, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1935/solidaria_rede_feminina.clax;,2022-OUT-16
CORRIDA PELA SAUDE JUNTOS CAXIAS DO SUL,"Caxia do Sul, RS",https://www.ativo.com/calendario/eventos/america-do-sul/br/rs/caxias-do-sul/corrida-de-rua/38483/caminhada-e-corrida-juntos-pela-saude/;,2022-NOV-06
VENUS RJ 2022,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1858/venus_rj.clax;,2022-NOV-15
3ª CORRIDA SÃO JUDAS TADEU DE BANGU,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/384;,2018-OUT-06
MEIA MARATONA DE CONCÓRDIA,"CONCÓRDIA, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/420;,2018-NOV-18
MEIA MARATONA INTERNACIONAL DE FLORIANÓPOLIS 2018,"FLORIANÓPOLIS, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/399;,2018-NOV-25
31º GP CURITIBA DE CICLISMO,"CURITIBA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/499;,2019-MAR-24
TRAIL MARATHON RIO DE JANEIRO 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/574;,2019-JUN-09
6ª CORRIDA DE RUA CIDADE DE PATO,"PATO BRANCO, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/589;,2019-JUN-30
2ª CORRIDA SANGUE E VITORIA 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/580;,2019-JUL-28
CIRCUITO RIO ANTIGO - ETAPA CINELÂNDIA 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/635;,2019-SET-15
MIZUNO UPHILL SAMURAI BATTLE 67KM,"LAURO MULLER, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/645;,2019-AGO-31
Corridas Unimed - São José do Rio Preto,"SÃO JOSÉ DO RIO PRETO, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/657;,2019-SET-29
CIRCUITO SAÚDE 2 - ETAPA SÃO PAULO,"SÃO PAULO, SP",https://www.chronomax.com.br/index.php/Maxraceresults/dados/692;,2019-OUT-27
CIRCUITO DE CORRIDA FECAM INTEGRADO NIGHT RUN,"CAMPO MOURÃO, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/708;,2019-NOV-23
SOLDADO DE ELITE 2020 - ETAPA ANGRA," Angra dos Reis, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/747;,2020-FEV-09
XC RUN BUZIOS 2021,"ARMAÇÃO DE BUZIOS, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/854;,2021-OUT-23
MEIA MARATONA DO CRISTO 2021,"Rio de Janeiro, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/873;,2021-DEZ-18
CIRCUITO CAPIXABA DE MONTANHAS 2022 - ETAPA VENDA NOVA DO IMIGRANTE,"VENDA VELHA DO IMIGRANTE, ES",https://www.chronomax.com.br/index.php/Maxraceresults/dados/899;,2022-JAN-16
COPA NINJA DE MTB 2 ETAPA,"GUARATUBA, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1984/Copa_Ninja_2_etapa.clax;,2022-MAR-13
22 MEIA MARATONA INT DA CIDADE DE SÃO PAULO,"São Paulo, SP",https://www.ativo.com/calendario/eventos/america-do-sul/br/sp/sao-paulo/corrida-de-rua/38189/22a-meia-maratona-internacional-da-cidade-de-sp/;,2022-ABR-03
NIGHT RUN - RJ,"Rio de Janeiro, RJ",https://www.ativo.com/calendario/eventos/america-do-sul/br/rj/rio-de-janeiro/corrida-de-rua/37293/night-run-2022-etapa-1-rio-de-janeiro/;,2022-MAI-14
1ª CORRIDA DE RUA E CAMINHADA DE MACATUBA,"MACATUBA, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2136/corrida_macatuba.clax;,2022-JUN-05
LANÇAMENTO CALENDÁRIO CORRIDAS ABRACEO,"São Paulo, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/10001/abraceo_sp.clax;,2022-MAI-24
CIRCUITO JUNTOS - SALVADOR,"Salvador, BA",https://www.ativo.com/calendario/eventos/america-do-sul/br/ba/salvador/corrida-de-rua/38339/circuito-juntos-2022-etapa-3-salvador/;,2022-JUN-12
CIRCUITO BANCO DO BRASIL - SP,"São Paulo, SP",https://www.ativo.com/calendario/eventos/america-do-sul/br/sp/sao-paulo/corrida-de-rua/37435/circuito-banco-do-brasil-2022-sao-paulo/;,2022-AGO-14
UPHILL SERRA DO RIO DO RASTRO 2022,"Lauro Müller, SC",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1922/uphill_rio_rastro.clax;,2022-SET-02
RIO TRIATHLON - 4ª ETAPA 2022,"RIO DE JANEIRO, RJ",https://chronomax.com.br/resultados/g-live.html?f=neorace/2022/SETEMBRO/riotri/riotri3.clax;,2022-SET-25
CORRIDA UNIMED RIO - Etapa Barra da Tijuca,"RTIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/1125;,2022-SET-17
WTR SERRA DO MAR 2022,"Petrópolis, RJ",https://chronomax.com.br/resultados/g-live.html?f=neorace/2022/nov/wtrsdm/wtrsdm22.clax;,2022-NOV-26
12 HORAS NIGHT RUN - etapa exército brasileiro 2022,"Vila Velha, ES",https://chronomax.com.br/resultados/g-live.html?f=neorace/2022/dez/ultra/ultra12h.clax;,2022-DEZ-10
DESAFIO BRAVES MUD RACE,"SAO JOSE DOS PINHAIS, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2323/desafio_braves.clax;,2022-DEZ-03
MEIA MARATONA DE ARARANGUÁ,"ARARANGUA, SC",https://www.chronomax.com.br/index.php/Maxraceresults/dados/374;,2018-SET-23
CAMINHADA E CORRIDA 5KM BRF - DOIS VIZINHOS,"DOIS VIZINHOS, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/347;,2018-NOV-04
CAMINHADA E CORRIDA 5KM BRF - NOVA MUTUM,"NOVA MUTUM, MT",https://www.chronomax.com.br/index.php/Maxraceresults/dados/345;,2018-OUT-20
CMC3 - ETAPA 5,"CAMPO LARGO, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/448;,2018-DEZ-08
CIRCUITO DA ONÇA - 1ª ETAPA,"CASCAVEL, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/478;,2019-FEV-09
CORRIDA SOLDADO DO BOPE NAS TREVAS - 2019,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/386;,2019-ABR-13
CIRCUITO DE CORRIDAS DE RUA CIDADE DAS FLORES - 3ª ETAPA 2019,"CORBÉLIA, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/605;,2019-JUL-14
POA DAY RUN - 2ª ETAPA,"Porto Alegre, RS",https://www.chronomax.com.br/index.php/Maxraceresults/dados/461;,2019-AGO-18
NIGHT RUN UNIMED - IRATI,"IRATI, PR",https://www.chronomax.com.br/index.php/Maxraceresults/dados/674;,2019-OUT-19
Gastro Run 2019,", ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/707;,2019-NOV-10
COPA NINJA DE MTB 2021 - 2ª ETAPA,"PARANAGUA, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2021/copaninja2/2etapa.clax;,2021-MAI-02
XTRAIL - ETAPA MONTE SIÃO,"PORTO AMAZONAS, PR",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1736/xtrail_monte_siao.clax;,2021-SET-25
CORRIDA DA ESPERANÇA,"SAO PAULO, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2021/1793/corrida_esperanca.clax;,2021-NOV-28
CIRCUITO DAS ESTAÇÕES INVERNO 2021 - BRASILIA,"BRASÍLIA, DF",https://www.ativo.com/calendario/eventos/america-do-sul/br/df/brasilia/corrida-de-rua/37310/circuito-das-estacoes-20-21-inverno-brasilia;,2021-DEZ-05
HAPPY RUNNING,"TABOÃO DA SERRA, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1896/happy_running.clax;,2022-FEV-19
2ª CORRIDINHA CHRONOMAX,"SAO PAULO, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/5002/corridinhas_chx_2.clax;,2022-ABR-20
HERO SWIMRUN 2022,"Armação de Buzios, RJ",https://www.chronomax.com.br/index.php/Maxraceresults/dados/932;,2022-MAR-26
WRUN RJ 2022,"RIO DE JANEIRO, RJ",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1856/wrun.clax;,2022-JUN-05
L'ÉTAPE RIO DE JANEIRO SANTANDER BY TOUR DE FRANCE 2022,"Rio de Janeiro, RJ",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1963/letape_rio.clax;,2022-JUN-26
CIRCUITO BANCO DO BRASIL - VITORIA,"Vitória, ES",https://www.ativo.com/calendario/eventos/america-do-sul/br/es/vitoria/corrida-de-rua/37438/circuito-banco-do-brasil-2022-vitoria/;,2022-JUL-03
4º ETAPA COPA NINJA DE MTB,", ",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2195/copa_ninja_4_etapa.clax;,2022-JUL-17
DESAFIO SHOGUN/SAMURAI - UPHILL 2022,"BOM JARDIM DA SERRA, SC",https://www.chronomax.com.br/resultados/g-live.html?f=2022/1922/desafios.clax;,2022-SET-02
CIRCUITO DAS ESTAÇÕES - PRIMAVERA - SP,"São Paulo, SP",https://www.ativo.com/calendario/eventos/america-do-sul/br/sp/sao-paulo/corrida-de-rua/38180/circuito-das-estacoes-2022-primavera-sao-paulo/;,2022-SET-11
2 CORRIDA TRIMAIS KIDS - 2022,"São Paulo, SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2215/trimais_kids.clax;,2022-OUT-12
CIRCUITO DAY - BIKE e RUN,"São Paulo , SP",https://www.chronomax.com.br/resultados/g-live.html?f=2022/2279/circuito_day_run.clax;,2022-OUT-23
