id_evento,nome,data,cidade,estado,tipo_evento,evento_terceiro,organizador,id_organizador
37750,Circuito das Estações 2023 - Verão - Goiânia,2023-12-03 00:00:00,Goi&acirc;nia,GO,Corrida de Rua,1,,0
38843,New Balance 15K - São Paulo,2023-11-12 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,2,O2Corre,14
38571,Night Run 2023 - Etapa 1 - Salvador,2023-11-11 00:00:00,Salvador,BA,Corrida de Rua,2,O2Corre,14
38556,Night Run 2023 - Etapa 2 - Rio de Janeiro,2023-11-11 00:00:00,Rio de Janeiro,RJ,Corrida de Rua,2,O2Corre,14
38841,29ª Maratona Pão de Açúcar de Revezamento São Paulo,2023-11-12 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,2,Pão de Açúcar,15
38973,Corrida Santa Maria Minas – 120 Anos - 2023,2023-12-03 00:00:00,Belo Horizonte,MG,Corrida de Rua,1,,0
38806,Energia Bike 2023 - Rio de Janeiro,2023-11-12 00:00:00,Rio de Janeiro,RJ,Bike,2,Terceiros,19
38585,Circuito das Estações 2023 - Verão - Recife,2023-11-12 00:00:00,Recife,PE,Corrida de Rua,2,O2Corre,14
38896,Desafio Minalba 2023,2023-12-17 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38552,Bravus Race 2023 - Speed 2 - São Paulo,2023-11-26 00:00:00,S&atilde;o Paulo,SP,Corrida de Obst&aacute;culos,0,Bravus,7
38889,MOV - Brasília - 2023,2023-11-11 00:00:00,Bras&iacute;lia,DF,Outros,2,Banco do Brasil,4
38890,MOV - Porto Alegre - 2023,2023-11-25 00:00:00,Bel&eacute;m,PA,Outros,2,,0
38564,Circuito das Estações 2023 - Verão - Belo Horizonte,2023-11-26 00:00:00,Belo Horizonte,MG,Corrida de Rua,2,O2Corre,14
38561,Circuito das Estações 2023 - Verão - Fortaleza,2023-12-03 00:00:00,Fortaleza,CE,Corrida de Rua,2,O2Corre,14
38566,Circuito das Estações 2023 - Verão - Salvador,2023-12-17 00:00:00,Salvador,BA,Corrida de Rua,2,O2Corre,14
38547,Circuito das Estações 2023 - Verão - São Paulo,2023-12-17 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,2,O2Corre,14
38581,Circuito das Estações 2023 - Verão - Brasília,2023-12-10 00:00:00,Bras&iacute;lia,DF,Corrida de Rua,2,O2Corre,14
38554,Circuito das Estações 2023 - Verão - Rio de Janeiro,2023-12-03 00:00:00,Rio de Janeiro,RJ,Corrida de Rua,2,O2Corre,14
38877,Circuito SESC de Corridas - Etapa: Petrolina,2023-11-15 00:00:00,Petrolina,PE,Corrida de Rua,1,,0
38786,Corrida de Vera Cruz 2023 - Rio de Janeiro,2023-12-31 00:00:00,Rio de Janeiro,RJ,Corrida de Rua,1,O2Corre,14
38646,Circuito das Estações 2023 - Verão - Teresina,2023-12-03 00:00:00,Teresina,PI,Corrida de Rua,1,,0
38971,NIGHT RUN - TIETÊ - CORRIDA DA VIRADA - 3ª Edição,2023-12-30 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38972,SP TIETÊ RUN - CORRIDA DA VIRADA - 3ª Edição,2023-12-30 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38922,Up Night Run - Campinas 2023,2023-11-15 00:00:00,Campinas,SP,Corrida de Rua,2,O2Corre,14
38859,Circuito do Fogo – 12ª Edição,2024-01-14 00:00:00,Belo Horizonte,MG,Corrida de Rua,1,,0
38938,VII Corrida e Caminhada São Sebastião Bangu,2024-01-28 00:00:00,Rio de Janeiro,RJ,Corrida de Rua,1,,0
38874,2° Desafio Run Cecmar,2023-12-17 00:00:00,Rio de Janeiro,RJ,Corrida de Rua,1,,0
38945,40ª CICORRE – Etapa Praça Antônio Maria / 40ª Corrida dos Sinos,2023-12-17 00:00:00,Recife,PE,Corrida de Rua,1,,0
38943,Circuito Cidade Ativa – 4ª Etapa,2023-12-16 00:00:00,Belo Horizonte,MG,Corrida de Rua,1,,0
38867,Eco Run 2023 - São Paulo,2023-11-05 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,2,Terceiros,19
38908,1ª Corrida do Leão – Estácio de Sá,2023-12-17 00:00:00,Rio de Janeiro,RJ,Corrida de Rua,1,,0
38944,SP TIETÊ RUN - 4ª edição,2023-11-26 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38876,Circuito SESC de Corridas - Etapa: Recife,2023-11-04 00:00:00,Recife,PE,Corrida de Rua,1,,0
38702,Circuito Banco do Brasil 2023 - São Paulo,2023-07-09 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,2,Banco do Brasil,4
38940,Night Run 2023 - Etapa 2 - São Paulo - Enel,2023-10-28 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,2,O2Corre,14
38758,Girl Power 2023 - Osasco,2023-10-08 00:00:00,Osasco,SP,Corrida de Rua,2,O2Corre,14
38816,Disney Magic Run 2023 - São Paulo,2023-10-29 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,2,Disney,11
38935,Circuito Race Night - 18° Edição,2023-12-16 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38851,CRORUN - Corrida pela saúde bucal,2023-10-29 00:00:00,Belo Horizonte,MG,Corrida de Rua,1,,0
38764,Circuito Corre São Paulo na Missão - 2° Etapa- Edição Ouro,2023-12-03 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38933,Corrida Noturna - SP - 4° Edição,2023-11-18 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38853,CRORUN - Corrida pela saúde bucal - Registrados no CRO,2023-10-29 00:00:00,Belo Horizonte,MG,Corrida de Rua,1,,0
38934,NIGHT RUN - TIETÊ - 2ª Edição,2023-12-02 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38671,Night Run 2023 - Etapa 1 - João Pessoa,2023-10-28 00:00:00,Jo&atilde;o Pessoa,PB,Corrida de Rua,1,,0
38645,Circuito das Estações 2023 - Primavera - Teresina,2023-10-29 00:00:00,Teresina,PI,Corrida de Rua,1,,0
38886,MOV - Salvador - 2023,2023-10-28 00:00:00,Salvador,BA,Outros,2,,0
38906,Girl Power 2023 - São Luís,2023-10-22 00:00:00,S&atilde;o Lu&iacute;s,MA,Corrida de Rua,2,O2Corre,14
38929,Corrida do Natal,2023-12-17 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38594,32º Troféu Brasil de Triathlon - 4 Etapa - 2023,2023-12-10 00:00:00,Santos,SP,Triathlon,2,VO2,20
38878,Circuito SESC de Corridas - Etapa: Arcoverde,2023-11-25 00:00:00,Arcoverde,PE,Corrida de Rua,1,,0
38570,Night Run 2023 - Etapa 1 - Belo Horizonte,2023-10-21 00:00:00,Belo Horizonte,MG,Corrida de Rua,2,O2Corre,14
38575,Meia de Sampa 2023,2023-10-22 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,2,O2Corre,14
38918,Circuito Race Night - 17° Edição,2023-10-28 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38562,Night Run 2023 - Etapa 1 - Fortaleza,2023-10-21 00:00:00,Fortaleza,CE,Corrida de Rua,2,O2Corre,14
38829,Corrida e Caminhada GRAACC Combatendo e Vencendo o Câncer Infantil,2023-10-29 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38709,Circuito Banco do Brasil 2023 - Brasília,2023-10-22 00:00:00,Bras&iacute;lia,DF,Corrida de Rua,0,Banco do Brasil,4
38858,NIGHT RUN - TIETÊ,2023-11-04 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38587,Circuito Aqua 2023 - Fuga das Ilhas,2023-12-03 00:00:00,S&atilde;o Sebasti&atilde;o,SP,Travessia,2,VO2,20
38762,Eco Run 2023 - Piracicaba,2023-07-16 00:00:00,Piracicaba,SP,Corrida de Rua,1,O2Corre,14
38863,Circuito Cidade Ativa – 3ª Etapa,2023-10-22 00:00:00,Belo Horizonte,MG,Corrida de Rua,1,,0
38862,SAVAGE RUNNING,2023-12-03 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38864,Corrida do Servidor – 3ª Etapa,2023-10-20 00:00:00,Belo Horizonte,MG,Corrida de Rua,1,,0
38923,Circuito de Corridas - 2ª Wolf Race - NOTURNA SP,2023-11-11 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38921,SP TIETÊ RUN - 3ª edição,2023-11-12 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38870,Circuito SESC de Corridas - Etapa: Garanhuns,2023-10-21 00:00:00,Garanhuns,PE,Corrida de Rua,1,,0
38804,Night Riders 2024 - Recife,2024-01-27 00:00:00,Recife,PE,Bike,2,Terceiros,19
38779,13ª Meia &amp; Maratona de Florianópolis - 42k de Floripa,2024-06-02 00:00:00,Florian&oacute;polis,SC,Corrida de Rua,2,O2Corre,14
38815,Energia Bike 2024 - Salvador,2024-01-21 00:00:00,Salvador,BA,Bike,2,Terceiros,19
38920,RUN DAY,2024-03-10 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38883,1ª CORRIDA E CAMINHADA TUCCA PELA CURA,2023-10-21 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38161,Evento teste Corrida Crono,2021-10-27 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,2,O2Corre,14
38868,Circuito SESC de Corridas - Etapa: Serra Talhada,2023-10-15 00:00:00,Serra Talhada,PE,Corrida de Rua,1,,0
38911,Circuito Race Night - 16° Edição,2023-10-14 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38916,PowerMove - Corrida Mental Forte - Osasco,2024-01-14 00:00:00,Osasco,SP,Corrida de Rua,1,,0
38710,Circuito Banco do Brasil 2023 - Belém,2023-11-19 00:00:00,Bel&eacute;m,PA,Corrida de Rua,2,Banco do Brasil,4
38577,Night Run 2023 - Etapa 1 - Brasília,2023-10-07 00:00:00,Bras&iacute;lia,DF,Corrida de Rua,2,O2Corre,14
38807,Energia Bike 2023 - Brasília,2023-10-08 00:00:00,Bras&iacute;lia,DF,Bike,2,Terceiros,19
38912,SP TIETÊ RUN,2023-10-15 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38291,Circuito das Estações 2022 - Primavera  Teresina,2022-10-23 00:00:00,Teresina,PI,Corrida de Rua,1,O2Corre,14
38866,CRORUN - Correndo pela saúde bucal - Registrados no CRO - Governador Valadares,2023-09-17 00:00:00,Governador Valadares,MG,Corrida de Rua,1,,0
38909,Circuito das Estações 2023 - Primavera - Salvador,2023-10-01 00:00:00,Salvador,BA,Corrida de Rua,0,O2Corre,14
38910,Circuito Dos Parques Corre São Paulo - Parque Toronto,2023-11-05 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
37737,Circuito das Estações 2023 - Verão - São Luís,2023-12-17 00:00:00,S&atilde;o Lu&iacute;s,MA,Corrida de Rua,1,,0
38865,CRORUN - Correndo pela saúde bucal - Governador Valadares,2023-09-17 00:00:00,Governador Valadares,MG,Corrida de Rua,1,,0
38861,SP TIETÊ RUN,2023-10-01 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38784,Corrida do Bem Eco - Belo Horizonte 2023,2023-10-01 00:00:00,Belo Horizonte,MG,Corrida de Rua,2,Terceiros,19
38818,Maratona de Revezamento – Belo Horizonte,2023-09-30 00:00:00,Belo Horizonte,MG,Corrida de Rua,1,,0
38907,Circuito - Vicio Em Correr 4ª edição,2023-11-19 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38895,Corrida da Administração 2023,2023-10-01 00:00:00,Belo Horizonte,MG,Corrida de Rua,1,,0
38905,Circuito das Estações 2023 - Primavera - Recife,2023-09-17 00:00:00,Recife,PE,Corrida de Rua,2,O2Corre,14
38660,Circuito das Estações 2023 - Verão - João Pessoa,2023-12-10 00:00:00,Cabedelo,PB,Corrida de Rua,1,,0
38885,MOV - São Paulo - 2023,2023-12-16 00:00:00,S&atilde;o Paulo,SP,Outros,1,Terceiros,19
38887,MOV - Belém - 2023,2024-01-27 00:00:00,Bel&eacute;m,PA,Outros,1,,0
38833,Corrida das Patroas,2023-10-29 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38643,Circuito das Estações 2023 - Outono - Teresina,2023-07-02 00:00:00,Teresina,PI,Corrida de Rua,1,,0
38657,Circuito das Estações 2023 - Outono - João Pessoa,2023-04-30 00:00:00,Jo&atilde;o Pessoa,PB,Corrida de Rua,1,,0
38659,Circuito das Estações 2023 - Primavera - João Pessoa,2023-09-03 00:00:00,Jo&atilde;o Pessoa,PB,Corrida de Rua,1,,0
38609,Folia Run São Paulo,2023-02-19 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38698,Cats Run São Paulo 2023,2023-06-18 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38720,32° Triathlon Internacional de Santos 2024,2024-02-25 00:00:00,Santos,SP,Triathlon,2,O2Corre,14
38814,Night Riders 2024 - Rio de Janeiro,2024-03-09 00:00:00,Rio de Janeiro,RJ,Bike,2,O2Corre,14
38699,1ª Meia Maratona do Butantã,2023-05-28 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38553,Circuito das Estações 2023 - Primavera - Rio de Janeiro,2023-09-24 00:00:00,Rio de Janeiro,RJ,Corrida de Rua,2,O2Corre,14
38808,Eco Run 2023 - Pindamonhangaba,2023-09-24 00:00:00,Pindamonhangaba,SP,Corrida de Rua,2,Terceiros,19
37736,Circuito das Estações 2023 - Primavera - São Luís,2023-10-01 00:00:00,S&atilde;o Lu&iacute;s,MA,Corrida de Rua,1,,0
38197,Circuito das Estações 2022 - Verão - Brasília,2022-12-11 00:00:00,Brasília,DF,Corrida de Rua,2,O2Corre,14
38891,Corrida - Parque São Domingos,2023-10-22 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38560,Circuito das Estações 2023 - Primavera - Fortaleza,2023-09-17 00:00:00,Fortaleza,CE,Corrida de Rua,2,O2Corre,14
38757,4ª Corrida Do Bombeiro,2023-09-24 00:00:00,Belo Horizonte,MG,Corrida de Rua,1,,0
38053,Circuito das Estações 2023 - Primavera - Cuiabá,2023-09-17 00:00:00,Cuiab&aacute;,MT,Corrida de Rua,1,,0
38593,32º Troféu Brasil de Triathlon - 3 Etapa - 2023,2023-09-17 00:00:00,Santos,SP,Triathlon,2,VO2,20
38785,Corrida do Bem Eco - Vitória - 2023,2023-09-17 00:00:00,Vit&oacute;ria,ES,Corrida de Rua,2,Terceiros,19
38708,Circuito Banco do Brasil 2023 - Goiânia,2023-09-16 00:00:00,Goi&acirc;nia,GO,Corrida de Rua,2,Banco do Brasil,4
38893,XXVI TROFÉU CIDADE DE SÃO PAULO,2024-01-25 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38879,Corrida e Caminhada - Paroquia São Luis Gonzaga,2023-10-29 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
37171,XIX Troféu da Independência do Brasil 10km,2024-09-07 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38892,Corrida e Caminhada - Paroquia São Luis Kids,2023-10-29 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38772,Corrida Cooperativa em Dupla Sicoob Cocred – Etapa Sertãozinho,2023-09-16 00:00:00,Sert&atilde;ozinho,SP,Corrida de Rua,1,,0
38542,Circuito das Estações 2023 - Primavera - Belo Horizonte,2023-09-03 00:00:00,Belo Horizonte,MG,Corrida de Rua,2,O2Corre,14
38546,Circuito das Estações 2023 - Primavera - São Paulo,2023-09-03 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,2,O2Corre,14
38685,Skate 2 You - São Paulo,2023-08-27 00:00:00,S&atilde;o Paulo,SP,Skate,2,Terceiros,19
38873,Circuito Eu Amo Correr 2023 - etapa Uma outra estação - Salvador,2024-01-14 00:00:00,Salvador,BA,Corrida de Rua,1,,0
37749,Circuito das Estações 2023 - Primavera - Goiânia,2023-09-03 00:00:00,Goi&acirc;nia,GO,Corrida de Rua,1,,0
38707,Circuito Banco do Brasil 2023 - Salvador,2023-08-27 00:00:00,Salvador,BA,Corrida de Rua,2,Banco do Brasil,4
38580,Circuito das Estações 2023 - Primavera - Brasília,2023-08-27 00:00:00,Bras&iacute;lia,DF,Corrida de Rua,2,O2Corre,14
38795,Corrida do Bem Eco - Belém 2023,2023-08-27 00:00:00,Bel&eacute;m,PA,Corrida de Rua,2,Terceiros,19
38789,Rolling Stone Music and Run 2023,2023-12-09 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38869,40ª CICORRE – Etapa Rua da Aurora,2023-10-01 00:00:00,Recife,PE,Corrida de Rua,1,,0
38550,Bravus Race 2023 - Monster - São Paulo,2023-08-20 00:00:00,Jacare&iacute;,SP,Corrida de Obst&aacute;culos,2,Bravus,7
38766,Circuito Inverno - Etapa Jaraguá,2023-09-03 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38728,Circuito Dos Parques - Parque Anhanguera,2023-09-17 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38854,Circuito Corrida - Sprint 2° edição,2023-09-23 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38793,Corrida do Bem Eco - Açailândia - 2023,2023-08-20 00:00:00,A&ccedil;ail&acirc;ndia,MA,Corrida de Rua,2,Terceiros,19
38810,Corrida do Servidor – 2ª Etapa,2023-08-18 00:00:00,Belo Horizonte,MG,Corrida de Rua,1,,0
38811,Circuito Cidade Ativa – 2ª Etapa,2023-08-20 00:00:00,Belo Horizonte,MG,Corrida de Rua,1,,0
38844,Circuito de Corridas - Wolf Race - NOTURNA SP,2023-09-23 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38852,Circuito Energy Run SP,2023-09-24 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38797,Girl Power 2023 - Fortaleza,2023-08-13 00:00:00,Fortaleza,CE,Corrida de Rua,2,RBR,16
38801,Corrida “Corpo de Fuzileiros Navais e Intendentes da Marinha” - 2024,2024-05-26 00:00:00,Rio de Janeiro,RJ,Corrida de Rua,1,,0
38826,Energy Land - 2023 - Rio de Janeiro,2023-08-13 00:00:00,Rio de Janeiro,RJ,Outros,0,RBR,16
38704,Meia Maratona Internacional De Ribeirão Preto – 2023,2023-08-27 00:00:00,Ribeir&atilde;o Preto,SP,Corrida de Rua,1,,0
38563,Circuito das Estações 2023 - Outono - Belo Horizonte,2023-03-26 00:00:00,Belo Horizonte,MG,Corrida de Rua,2,O2Corre,14
38850,Circuito Race Night - 15° Edição,2023-09-09 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38788,Girl Power 2023 - Rio de Janeiro,2023-08-06 00:00:00,Rio de Janeiro,RJ,Corrida de Rua,2,O2Corre,14
38558,Circuito das Estações 2023 - Inverno - Belo Horizonte,2023-07-02 00:00:00,Belo Horizonte,MG,Corrida de Rua,2,O2Corre,14
38817,40ª CICORRE – Etapa Várzea,2023-08-06 00:00:00,Recife,PE,Corrida de Rua,1,,0
38845,Corrida Noturna - SP - 3° Edição,2023-10-21 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38407,Rio S-21k - 2023,2023-07-30 00:00:00,Rio de Janeiro,RJ,Corrida de Rua,2,O2Corre,14
38765,Circuito Corre São Paulo na Missão - 2° Etapa- Edição Prata,2023-09-10 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38781,Circuito - Campeões Do Asfalto,2023-08-06 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38755,IV DESAFIO ESCADARIA DA IGREJA DA PENHA,2023-11-26 00:00:00,Rio de Janeiro,RJ,Corrida de Rua,1,,0
38774,Girl Power 2023 - Belo Horizonte,2023-07-30 00:00:00,Belo Horizonte,MG,Corrida de Rua,2,O2Corre,14
38842,Circuito Bora Run - Etapa Jaraguá,2023-08-20 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38644,Circuito das Estações 2023 - Inverno - Teresina,2023-08-06 00:00:00,Teresina,PI,Corrida de Rua,1,,0
38727,Eco Run 2023 - Holambra,2023-07-30 00:00:00,Holambra,SP,Corrida de Rua,2,O2Corre,14
38743,Energy Land - 2023 - São Paulo,2023-07-23 00:00:00,S&atilde;o Paulo,SP,Outros,2,RBR,16
38832,Energy Land Kids - 2023 - Rio de Janeiro,2023-08-13 00:00:00,Rio de Janeiro,RJ,Outros,2,RBR,16
38726,Circuito Dos Parques - Parque Anhanguera Kids Run,2023-09-17 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38768,Circuito Inverno - Etapa Toronto,2023-07-16 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38687,Pitbull Running Turbo,2023-07-30 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38837,40ª CICORRE – Etapa Parque Santana,2023-09-03 00:00:00,Recife,PE,Corrida de Rua,0,,0
38703,Circuito Banco do Brasil 2023 - Rio de Janeiro,2023-07-23 00:00:00,Rio de Janeiro,RJ,Corrida de Rua,2,Banco do Brasil,4
38677,Night Run 2023 - Aracaju,2023-07-15 00:00:00,Aracaju,SE,Corrida de Rua,1,,0
38346,Girl Power - 2022 - Rio de Janeiro,2022-07-02 00:00:00,Rio de Janeiro,RJ,Corrida de Rua,2,Terceiros,19
38775,Corrida Noturna - São Paulo,2023-07-15 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38780,40ª CICORRE – Etapa Boa Viagem (2ª Edição),2023-07-16 00:00:00,Recife,PE,Corrida de Rua,1,,0
38717,Aniversário Parque Anhanguera - Kids Run 3ªEtapa,2023-07-23 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38827,7 KM - TOCA RAUL - ANGRA DOS REIS,2023-09-30 00:00:00,Angra dos Reis,RJ,Corrida de Rua,1,,0
38737,Atletas do Bem - Corrida Kids,2023-07-30 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38767,Circuito - Vicio Em Correr,2023-08-27 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38782,Circuito Race Night - 14° Edição,2023-08-05 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38700,Aniversário Parque Anhanguera Run 3ªEtapa,2023-07-23 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38054,Circuito das Estações 2023 - Verão - Cuiabá,2023-12-10 00:00:00,Cuiab&aacute;,MT,Corrida de Rua,1,,0
38828,Corrida Noturna - SP - 2° Edição,2023-08-26 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38809,Desafio da Pedra Rachada,2023-08-06 00:00:00,Mairipor&atilde;,SP,Trail Run,1,,0
38777,Circuito Corrida - Sprint,2023-08-05 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38579,Circuito das Estações 2023 - Inverno - Brasília,2023-07-09 00:00:00,Bras&iacute;lia,DF,Corrida de Rua,2,O2Corre,14
38694,Flashback Night Run,2023-07-15 00:00:00,Ribeir&atilde;o Preto,SP,Corrida de Rua,1,,0
38679,VII Meia Maratona Estrada Real - 2023,2023-07-09 00:00:00,Ouro Branco,MG,Corrida de Rua,1,,0
38583,Circuito das Estações 2023 - Inverno - Recife,2023-07-02 00:00:00,Recife,PE,Corrida de Rua,2,O2Corre,14
38658,Circuito das Estações 2023 - Inverno - João Pessoa,2023-07-02 00:00:00,Cabedelo,PB,Corrida de Rua,1,,0
38559,Circuito das Estações 2023 - Inverno - Fortaleza,2023-06-25 00:00:00,Fortaleza,CE,Corrida de Rua,2,O2Corre,14
38168,Circuito das Estações 2022 - Inverno - Recife,2022-07-02 00:00:00,Recife,PE,Corrida de Rua,2,O2Corre,14
38545,Circuito das Estações 2023 - Inverno - São Paulo,2023-06-25 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,2,O2Corre,14
38557,Circuito das Estações 2023 - Outono - Fortaleza,2023-04-02 00:00:00,Fortaleza,CE,Corrida de Rua,2,O2Corre,14
38578,Circuito das Estações 2023 - Outono - Brasília,2023-03-26 00:00:00,Bras&iacute;lia,DF,Corrida de Rua,2,O2Corre,14
38544,Circuito das Estações 2023 - Outono - São Paulo,2023-03-19 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,2,O2Corre,14
38541,Circuito das Estações 2023 - Outono - Rio de Janeiro,2023-03-12 00:00:00,Rio de Janeiro,RJ,Corrida de Rua,2,O2Corre,14
37292,Night Run 2022 - Etapa 1 - São Paulo,2022-07-09 00:00:00,São Paulo,SP,Corrida de Rua,2,O2Corre,14
37311,Night Run 2022 - Etapa 2 - Rio de Janeiro,2022-11-19 00:00:00,Rio de Janeiro,RJ,Corrida de Rua,2,O2Corre,14
37323,Night Run 2022 - Etapa 2 - São Paulo,2022-11-05 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,2,O2Corre,14
38705,Circuito Banco do Brasil 2023 - Fortaleza,2023-06-18 00:00:00,Fortaleza,CE,Corrida de Rua,2,Banco do Brasil,4
37735,Circuito das Estações 2023 - Inverno - São Luís,2023-06-25 00:00:00,S&atilde;o Lu&iacute;s,MA,Corrida de Rua,1,,0
38751,Corrida Do Arco- Iris – etapa CERET,2023-06-25 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38591,32º Troféu Brasil de Triathlon - 2 Etapa - 2023,2023-06-18 00:00:00,Santos,SP,Triathlon,0,VO2,20
38763,Circuito Corre São Paulo na Missão - 2° Etapa- Edição Bronze,2023-07-02 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38532,12ª Meia &amp; Maratona de Florianópolis - 42k de Floripa,2023-06-11 00:00:00,Florian&oacute;polis,SC,Corrida de Rua,2,O2Corre,14
38760,Circuito Race Night - 13° Edição,2023-07-01 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
37748,Circuito das Estações 2023 - Inverno - Goiânia,2023-06-18 00:00:00,Goi&acirc;nia,GO,Corrida de Rua,1,,0
38744,Tamo Junto 8K-Itaqua 2023,2023-06-11 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38754,Circuito Bora Run - Etapa Jaraguá,2023-06-04 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38668,Corrida POUPEX 2023,2023-07-22 00:00:00,Bras&iacute;lia,DF,Corrida de Rua,1,,0
38712,Ladies Run,2023-06-18 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38052,Circuito das Estações 2023 - Inverno - Cuiabá,2023-06-04 00:00:00,Cuiab&aacute;,MT,Corrida de Rua,1,,0
38725,Eco Run 2023 - Rio de Janeiro,2023-06-18 00:00:00,Rio de Janeiro,RJ,Corrida de Rua,0,O2Corre,14
36213,Trail Run Desafio da Boiadeira 2019,2019-05-19 00:00:00,Bonito,MS,Trail Run,1,,0
38759,Circuito Race Night - 12° Edição,2023-06-10 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38761,Circuito Energy Run,2023-06-11 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,1,,0
38724,Eco Run 2023 - São Paulo,2023-05-28 00:00:00,S&atilde;o Paulo,SP,Corrida de Rua,2,O2Corre,14
38549,Bravus Race 2023 - Fire - São Paulo,2023-05-21 00:00:00,S&atilde;o Paulo,SP,Corrida de Obst&aacute;culos,2,Bravus,7
